label,text
spam,You're our 100th lucky winner this month! Win $5000 now.
spam,You've been specially selected for this exclusive offer. Don't miss out!
ham,Join our upcoming webinar on sales on Thursday at 5:00 PM.
ham,The town hall has been confirmed for November 5 at the main hall. Please RSVP.
ham,Can you pick up gift card from the store on your way home?
ham,We need to renew the car insurance by December 1. Can you handle it?
ham,Let's schedule a call to discuss the sustainability project. Are you free Friday?
spam,Lose 20lbs in 21 days! Revolutionary weight loss pill.
spam,Flash sale! diamond ring at 99% off. Only 3 left in stock!
spam,Congratulations! You qualify for a $50000 loan at 0% interest!
ham,The kids have a school event on Sunday. Can you make it?
ham,The exam schedule has been posted on the portal. Check your dates.
ham,The kids have a school event on Monday. Can you make it?
spam,Flash sale! Xbox at 99% off. Only 1000 left in stock!
spam,Congratulations! You qualify for a $500 loan at 0% interest!
ham,Please complete the quarterly performance review by June 10.
spam,Double your income in 30 days! Secret method revealed. Click now.
ham,Your monthly iCloud statement is ready. Log in to view.
ham,Can you send me the invoice by end of day? We need it for the client presentation.
ham,Your flight AA563 to Tokyo departs at 2:30 PM on April 20.
spam,Your credit score is excellent! Get a pre-approved $2000 loan now.
ham,"Hi team, the meeting has been rescheduled to 10:00 AM tomorrow. Please update your calendars."
spam,Congratulations Jennifer! You've earned a free vacation to Bali!
spam,BREAKING: New government grant of $500 available. Apply now!
spam,Make $5000 per week working from home! No experience needed. Sign up now.
spam,WARNING: Your computer has 10 viruses! Download antivirus now!
ham,Congratulations on completing your machine learning certification!
ham,I'll be out of office from September 12 to April 8. Contact John for urgent matters.
spam,Important: Update your Netflix password now to avoid account closure.
ham,Can we reschedule our 4:00 PM meeting? I have a conflict.
ham,Can you pick up laptop from the store on your way home?
ham,Reminder: Our dentist appointment is on Monday at 9:00 AM.
ham,HR has updated the leave policy. Check the intranet for details.
spam,Reply WIN to this message and get a free gift card instantly!
ham,I saw this article about AI and thought you might find it interesting.
spam,Reply WIN to this message and get a free iPad instantly!
ham,"Hi, I wanted to follow up on our conversation about the AI initiative."
spam,Special offer: Viagra for only $9.99! Limited time deal.
spam,Amazing news! You qualify for a free Samsung Galaxy. Click to get yours today!
spam,Congratulations! You qualify for a $500 loan at 0% interest!
spam,Your email has won $1000 in our international lottery. Reply to collect.
ham,Community update: We've reached 50 members! Thank you for your support.
ham,The kids have a school event on Wednesday. Can you make it?
spam,Last chance! Buy one get one free on all laptop!
ham,The project management workshop has 15 seats remaining. Register soon.
spam,Hot singles in your area want to meet you! Click here.
ham,Please complete the quarterly performance review by June 25.
spam,Congratulations John! You've earned a free vacation to Caribbean!
spam,Meet beautiful people in your city tonight! Join free at bit.ly/abc123.
ham,Happy birthday! Wishing you a wonderful year ahead!
ham,Can you pick up smartwatch from the store on your way home?
spam,Congratulations! You qualify for a $1500 loan at 0% interest!
ham,Hey! Are you coming to Amanda's birthday party on Monday?
spam,Your package is waiting! Track it at secure-verify.net/login. Delivery fee: $29.99.
ham,I saw this article about engineering and thought you might find it interesting.
ham,Our latest blog post on budget is now live. Check it out!
spam,Buy CBD oil online at 80% discount! No prescription needed.
spam,Get Cialis delivered to your door. Lowest prices guaranteed!
ham,Happy birthday! Wishing you a wonderful year ahead!
ham,Reminder: Team standup at 1:00 PM. Please prepare your status updates.
ham,Let me know when you're free this weekend. We could go for a hike.
spam,Unsubscribe? You'll miss out on $1000000 worth of free gifts!
spam,"Dear user, your MacBook order is ready. Confirm at www.deals99.com/grab."
ham,Hey! Are you coming to Amanda's birthday party on Tuesday?
ham,Registration for next semester opens on July 15. Plan your courses.
spam,Buy supplements online at 80% discount! No prescription needed.
ham,Our latest blog post on budget is now live. Check it out!
spam,Exclusive deal: Get Xbox for FREE! Just pay shipping.
spam,Your account has been compromised! Verify your identity at tinyurl.com/xyz.
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,You're our 5th lucky winner this month! Win $1000 now.
spam,URGENT: Your bank account needs verification. Click here immediately.
spam,Your account has been compromised! Verify your identity at secure-verify.net/login.
spam,Reply WIN to this message and get a free gift card instantly!
ham,Sending you the recipe you asked for. Let me know how it turns out!
spam,Important: Update your Dropbox password now to avoid account closure.
spam,This is not a joke! You really won! Claim at secure-verify.net/login.
spam,Get rich quick! Invest $100000 today and earn $500000 tomorrow!
spam,BREAKING: New government grant of $5000 available. Apply now!
spam,Meet beautiful women in your city tonight! Join free at bit.ly/abc123.
ham,Reminder: Your Xbox warranty expires on June 25.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,Reply WIN to this message and get a free laptop instantly!
